"","Genetic.Elements","Gene","stage","counts","Sample","logCounts"
"25","Chromosome","BB_0027_-_hypothetical_protein","Early",891.777,"Early Sample 1",2.95025626718168
"26","Chromosome","BB_0028_-_hypothetical_protein","Early",837.281,"Early Sample 1",2.92287123609211
"27","Chromosome","BB_0029_-_hypothetical_protein","Early",340.234,"Early Sample 1",2.53177771102425
"28","Chromosome","BB_0030_lepB_signal_peptidase_I","Early",550.608,"Early Sample 1",2.74084251713834
"29","Chromosome","BB_0031_lepB_signal_peptidase_I","Early",587.556,"Early Sample 1",2.76904926555136
"30","Chromosome","BB_0032_-_hypothetical_protein","Early",160.876,"Early Sample 1",2.20649125948125
"31","Chromosome","BB_0033_smpB_SsrA-binding_protein","Early",244.713,"Early Sample 1",2.38865704118791
"32","Chromosome","BB_0034_-_outer_membrane_protein_P13","Early",10964.8,"Early Sample 1",4.04000071447332
"33","Chromosome","BB_0035_-_DNA_topoisomerase_IV_subunit_A","Early",574.429,"Early Sample 1",2.75923635710829
"34","Chromosome","BB_0036_-_DNA_topoisomerase_IV_subunit_B","Early",683.469,"Early Sample 1",2.83471882112146
"35","Chromosome","BB_0037_-_1-acyl-sn-glycerol-3-phosphate_acyltransferase","Early",1373.98,"Early Sample 1",3.13798041106934
"36","Chromosome","BB_0038_-_hypothetical_protein","Early",850.274,"Early Sample 1",2.92955889925864
"37","Chromosome","BB_0039_-_hypothetical_protein","Early",1079.11,"Early Sample 1",3.03306571711856
"38","Chromosome","BB_0040_cheR_chemotaxis_protein_methyltransferase","Early",51.013,"Early Sample 1",1.70768086450618
"39","Chromosome","BB_0042_phoU_phosphate-specific_transport_system_accessory_protein_PhoU","Early",737.526,"Early Sample 1",2.86777733510104
"40","Chromosome","BB_0043_-_hypothetical_protein","Early",778.077,"Early Sample 1",2.89102257773567
"41","Chromosome","BB_0044_-_hypothetical_protein","Early",1062.37,"Early Sample 1",3.02627579826414
"42","Chromosome","BB_0045_-_P115_protein","Early",205.421,"Early Sample 1",2.31264483905644
"43","Chromosome","BB_0046_rnhB_ribonuclease_HII","Early",211.394,"Early Sample 1",2.32509265655764
"44","Chromosome","BB_0047_-_hypothetical_protein","Early",2739.98,"Early Sample 1",3.4377473927761
"45","Chromosome","BB_0050_-_hypothetical_protein","Early",122.094,"Early Sample 1",2.08669432216833
"46","Chromosome","BB_0051_-_integral_membrane_protein","Early",83.8475,"Early Sample 1",1.92349011819564
"47","Chromosome","BB_0052_-_tRNA/rRNA_methyltransferase","Early",115.494,"Early Sample 1",2.06255942288984
"48","Chromosome","BB_0053_ung_uracil-DNA_glycosylase","Early",15.1783,"Early Sample 1",1.18122313243145
"49","Chromosome","BB_0054_-_protein-export_membrane_protein_SecG","Early",4774.42,"Early Sample 1",3.67892062071582
"50","Chromosome","BB_0055_tpiA_triosephosphate_isomerase","Early",2455.9,"Early Sample 1",3.39021067910905
"51","Chromosome","BB_0056_pgk_phosphoglycerate_kinase","Early",3525.11,"Early Sample 1",3.54717267356788
"52","Chromosome","BB_0057_gap_glyceraldehyde_3-phosphate_dehydrogenase","Early",4116.64,"Early Sample 1",3.6145428896233
"53","Chromosome","BB_0058_-_hypothetical_protein","Early",766.057,"Early Sample 1",2.88426108538258
"54","Chromosome","BB_0059_-_CBS_domain-containing_protein","Early",1266.62,"Early Sample 1",3.10264634127938
"55","Chromosome","BB_0060_-_endoribonuclease","Early",2370.57,"Early Sample 1",3.3748527840232
"56","Chromosome","BB_0061_trx_thioredoxin","Early",2022.31,"Early Sample 1",3.30584772938062
"57","Chromosome","BB_0062_-_rRNA_small_subunit_methyltransferase_E","Early",26.1758,"Early Sample 1",1.41789996371387
"58","Chromosome","BB_0063_-_hypothetical_protein","Early",704.528,"Early Sample 1",2.84789825791926
"59","Chromosome","BB_0064_fmt_methionyl-tRNA_formyltransferase","Early",958.13,"Early Sample 1",2.98142443856948
"60","Chromosome","BB_0065_def_peptide_deformylase","Early",1632.11,"Early Sample 1",3.21274942573102
"61","Chromosome","BB_0066_-_hypothetical_protein","Early",1644.14,"Early Sample 1",3.21593879534439
"62","Chromosome","BB_0067_-_peptidase","Early",3601.22,"Early Sample 1",3.55644965340892
"63","Chromosome","BB_0068_-_haloacid_dehalogenase-like_hydrolase","Early",835.341,"Early Sample 1",2.92186379786315
"64","Chromosome","BB_0069_-_aminopeptidase_II","Early",1031.96,"Early Sample 1",3.01366286384551
"65","Chromosome","BB_0070_-_hypothetical_protein","Early",1420.61,"Early Sample 1",3.15247486744538
"66","Chromosome","BB_0071_-_membrane_protein","Early",391.846,"Early Sample 1",2.59311541780856
"67","Chromosome","BB_0072_-_membrane_protein","Early",251.251,"Early Sample 1",2.40010779896036
"68","Chromosome","BB_0073_-_hypothetical_protein","Early",132.439,"Early Sample 1",2.12201589288854
"69","Chromosome","BB_0074_prfB_peptide_chain_release_factor_2","Early",912.708,"Early Sample 1",2.96033185719239
"70","Chromosome","BB_0075_-_hypothetical_protein","Early",244.43,"Early Sample 1",2.38815450776888
"71","Chromosome","BB_0076_ftsY_signal_recognition_particle-docking_protein_FtsY","Early",162.771,"Early Sample 1",2.21157703162285
"72","Chromosome","BB_0077_-_hypothetical_protein","Early",185.116,"Early Sample 1",2.26744395744229
"73","Chromosome","BB_0080_-_ABC_transporter_ATP-binding_protein","Early",72.426,"Early Sample 1",1.85989450030636
"74","Chromosome","BB_0081_-_efflux_ABC_transporter_permease","Early",44.6627,"Early Sample 1",1.64994497398972
"75","Chromosome","BB_0082_-_hypothetical_protein","Early",550.71,"Early Sample 1",2.74092296263597
"76","Chromosome","BB_0083_-_hypothetical_protein","Early",817.797,"Early Sample 1",2.91264551305882
"77","Chromosome","BB_0084_-_cysteine_desulfurase","Early",602.02,"Early Sample 1",2.77961091940626
"78","Chromosome","BB_0085_-_hypothetical_protein","Early",170.655,"Early Sample 1",2.23211901714204
"79","Chromosome","BB_0086_-_Mg_chelatase-like_protein","Early",165.405,"Early Sample 1",2.21854863363
"80","Chromosome","BB_0087_-_L-lactate_dehydrogenase","Early",1930.08,"Early Sample 1",3.2855753104785
"81","Chromosome","BB_0088_-_elongation_factor_EF-4","Early",1374.32,"Early Sample 1",3.13808786667797
"82","Chromosome","BB_0089_-_hypothetical_protein","Early",1710.33,"Early Sample 1",3.23307991352195
"83","Chromosome","BB_0090_-_V-type_ATP_synthase_subunit_K","Early",2075.41,"Early Sample 1",3.31710390497503
"84","Chromosome","BB_0091_-_V-type_ATP_synthase_subunit_I","Early",2613.18,"Early Sample 1",3.41716932565321
"85","Chromosome","BB_0092_-_V-type_ATPase_subunit_D","Early",1806.22,"Early Sample 1",3.25677064684517
"86","Chromosome","BB_0093_-_V-type_ATP_synthase_subunit_B","Early",2179.74,"Early Sample 1",3.33840469392599
"87","Chromosome","BB_0094_-_ATP_synthase_subunit_A","Early",1230.33,"Early Sample 1",3.09002161384346
"88","Chromosome","BB_0095_-_hypothetical_protein","Early",1757.65,"Early Sample 1",3.24493239849554
"89","Chromosome","BB_0096_-_V-type_ATP_synthase_subunit_E","Early",2479.51,"Early Sample 1",3.39436586416416
"90","Chromosome","BB_0097_-_hypothetical_protein","Early",2319.09,"Early Sample 1",3.36531760320673
"91","Chromosome","BB_0098_-_endonuclease_MutS2","Early",136.121,"Early Sample 1",2.13392513093866
"92","Chromosome","BB_0099_rsgA_ribosome_biogenesis_GTPase_RsgA","Early",538.608,"Early Sample 1",2.73127279974399
"93","Chromosome","BB_0100_murI_glutamate_racemase","Early",955.873,"Early Sample 1",2.98040019451136
"94","Chromosome","BB_0101_asnS_asparagine--tRNA_ligase","Early",227.911,"Early Sample 1",2.35776528667232
"95","Chromosome","BB_0102_-_hypothetical_protein","Early",346.025,"Early Sample 1",2.53910747731827
"96","Chromosome","BB_0103_-_hypothetical_protein","Early",505.94,"Early Sample 1",2.70409901641696
"97","Chromosome","BB_0104_-_periplasmic_serine_protease_DO","Early",2006.69,"Early Sample 1",3.30248028644464
"98","Chromosome","BB_0105_map_methionine_aminopeptidase","Early",1057.48,"Early Sample 1",3.02427216236219
"99","Chromosome","BB_0106_-_hypothetical_protein","Early",973.731,"Early Sample 1",2.98843899655928
"100","Chromosome","BB_0107_nusB_transcription_antitermination_factor_NusB","Early",878.427,"Early Sample 1",2.94370567611649
"101","Chromosome","BB_0108_-_basic_membrane_protein","Early",1396.07,"Early Sample 1",3.14490719468511
"102","Chromosome","BB_0109_-_acetyl-CoA_C-acetyltransferase","Early",848.37,"Early Sample 1",2.92858530262527
"103","Chromosome","BB_0110_-_hypothetical_protein","Early",134.99,"Early Sample 1",2.13030159734184
"104","Chromosome","BB_0111_dnaB_replicative_DNA_helicase","Early",1517.44,"Early Sample 1",3.18111152796208
"105","Chromosome","BB_0112_rplI_50S_ribosomal_protein_L9","Early",2708.34,"Early Sample 1",3.4327031839625
"106","Chromosome","BB_0113_rpsR_30S_ribosomal_protein_S18","Early",1487.62,"Early Sample 1",3.1724920085087
"107","Chromosome","BB_0114_-_single-stranded_DNA-binding_protein","Early",2965.16,"Early Sample 1",3.47204813285789
"108","Chromosome","BB_0115_-_30S_ribosomal_protein_S6","Early",3019.65,"Early Sample 1",3.47995660789839
"109","Chromosome","BB_0116_-_PTS_system_maltose_and_glucose-specific_transporter_subunit_IIABC","Early",297.47,"Early Sample 1",2.47344317345476
"110","Chromosome","BB_0117_-_hemolysin_III","Early",59.5719,"Early Sample 1",1.77504145180871
"111","Chromosome","BB_0118_rseP_RIP_metalloprotease_RseP","Early",1178.71,"Early Sample 1",3.07140696803677
"112","Chromosome","BB_0120_uppS_isoprenyl_transferase","Early",2656.54,"Early Sample 1",3.42431635954502
"113","Chromosome","BB_0121_frr_ribosome_recycling_factor","Early",2256.94,"Early Sample 1",3.35352001365673
"114","Chromosome","BB_0122_tsf_elongation_factor_Ts","Early",2563.68,"Early Sample 1",3.40886381534472
"115","Chromosome","BB_0123_rpsB_30S_ribosomal_protein_S2","Early",2085.83,"Early Sample 1",3.31927890952172
"116","Chromosome","BB_0124_-_hypothetical_protein","Early",1903.01,"Early Sample 1",3.27944107043805
"117","Chromosome","BB_0125_-_hypothetical_protein","Early",1632.15,"Early Sample 1",3.21276006935578
"118","Chromosome","BB_0126_-_hypothetical_protein","Early",2809.45,"Early Sample 1",3.44862130732705
"119","Chromosome","BB_0127_-_30S_ribosomal_protein_S1","Early",1417.23,"Early Sample 1",3.15144033692713
"120","Chromosome","BB_0128_cmk_cytidylate_kinase","Early",1452.71,"Early Sample 1",3.16217892608745
"121","Chromosome","BB_0129_-_hypothetical_protein","Early",810.573,"Early Sample 1",2.9087921333974
"122","Chromosome","BB_0130_-_hypothetical_protein","Early",1562.56,"Early Sample 1",3.19383670260403
"123","Chromosome","BB_0131_recA_recombinase_A","Early",1751.92,"Early Sample 1",3.24351427058103
"124","Chromosome","BB_0132_-_transcription_elongation_factor_GreA","Early",1197.73,"Early Sample 1",3.07835892763107
"125","Chromosome","BB_0133_-_hypothetical_protein","Early",3149.06,"Early Sample 1",3.49818093546051
"126","Chromosome","BB_0134_-_hypothetical_protein","Early",190.713,"Early Sample 1",2.2803802978485
"127","Chromosome","BB_0135_hisS_histidine--tRNA_ligase","Early",560.562,"Early Sample 1",2.74862365398497
"128","Chromosome","BB_0136_-_penicillin-binding_protein","Early",164.549,"Early Sample 1",2.21629524733655
"129","Chromosome","BB_0137_-_long-chain-fatty-acid_CoA_ligase","Early",1587.05,"Early Sample 1",3.20059060941523
"130","Chromosome","BB_0138_-_hypothetical_protein","Early",803.587,"Early Sample 1",2.90503290234957
"131","Chromosome","BB_0139_-_hypothetical_protein","Early",1440.36,"Early Sample 1",3.15847105214628
"132","Chromosome","BB_0141_-_membrane_fusion_protein","Early",861.626,"Early Sample 1",2.93531879554313
"133","Chromosome","BB_0142_-_outer_membrane_efflux_protein","Early",354.151,"Early Sample 1",2.54918847243363
"134","Chromosome","BB_0143_-_membrane_protein_insertion_efficiency_factor","Early",89.0574,"Early Sample 1",1.94967001190305
"135","Chromosome","BB_0144_-_glycine/betaine_ABC_transporter_substrate-binding_protein","Early",920.324,"Early Sample 1",2.96394074760698
"136","Chromosome","BB_0145_-_glycine/betaine_ABC_transporter_permease","Early",1630.7,"Early Sample 1",3.21237407120066
"137","Chromosome","BB_0146_-_glycine/betaine_ABC_transporter_ATP-binding_protein","Early",539.34,"Early Sample 1",2.7318626308112
"138","Chromosome","BB_0147_-_flagellin","Early",10931.5,"Early Sample 1",4.03867975911585
"139","Chromosome","BB_0149_-_flagellar_hook-associated_protein_FliD","Early",806.863,"Early Sample 1",2.9067998006515
"140","Chromosome","BB_0151_nagA_N-acetylglucosamine-6-phosphate_deacetylase","Early",334.258,"Early Sample 1",2.52408181029237
"141","Chromosome","BB_0152_nagB_glucosamine-6-phosphate_deaminase","Early",151.961,"Early Sample 1",2.18173214282591
"142","Chromosome","BB_0153_-_superoxide_dismutase","Early",870.496,"Early Sample 1",2.93976677983943
"143","Chromosome","BB_0154_secA_protein_translocase_subunit_SecA","Early",1618.92,"Early Sample 1",3.20922538833523
"144","Chromosome","BB_0155_-_lipoprotein","Early",213.894,"Early Sample 1",2.33019860222726
"145","Chromosome","BB_0156_-_hypothetical_protein","Early",122.142,"Early Sample 1",2.08686502702265
"146","Chromosome","BB_0157_-_hypothetical_protein","Early",387.233,"Early Sample 1",2.58797236079341
"147","Chromosome","BB_0158_-_S2_lipoprotein","Early",726.902,"Early Sample 1",2.86147586377775
"148","Chromosome","BB_0159_-_hypothetical_protein","Early",395.483,"Early Sample 1",2.59712781990735
"149","Chromosome","BB_0160_alr_alanine_racemase","Early",119.238,"Early Sample 1",2.07641468292376
"150","Chromosome","BB_0161_-_hypothetical_protein","Early",251.203,"Early Sample 1",2.40002482167211
"151","Chromosome","BB_0162_-_hypothetical_protein","Early",705.604,"Early Sample 1",2.84856103410364
"152","Chromosome","BB_0163_-_hypothetical_protein","Early",898.168,"Early Sample 1",2.95335757792444
"153","Chromosome","BB_0164_-_K+-dependent_Na+/Ca+_exchanger-like_protein","Early",500.703,"Early Sample 1",2.69958019351503
"154","Chromosome","BB_0165_-_hypothetical_protein","Early",222.033,"Early Sample 1",2.34641752694079
"155","Chromosome","BB_0166_malQ_4-alpha-glucanotransferase","Early",62.2721,"Early Sample 1",1.79429351166702
"156","Chromosome","BB_0167_-_outer_membrane_protein","Early",177.235,"Early Sample 1",2.24854948959339
"157","Chromosome","BB_0168_-_dnaK_suppressor","Early",2098.17,"Early Sample 1",3.32184067311916
"158","Chromosome","BB_0169_infA_translation_initiation_factor_IF-1","Early",413.356,"Early Sample 1",2.61632424593858
"159","Chromosome","BB_0170_-_hypothetical_protein","Early",521.717,"Early Sample 1",2.71743498831506
"160","Chromosome","BB_0171_-_hypothetical_protein","Early",2299.87,"Early Sample 1",3.36170328824443
"161","Chromosome","BB_0172_-_von_Willebrand_factor_type_A_domain-containing_protein","Early",1078.23,"Early Sample 1",3.03271141119991
"162","Chromosome","BB_0173_-_hypothetical_protein","Early",733.82,"Early Sample 1",2.86558954412104
"163","Chromosome","BB_0174_-_hypothetical_protein","Early",1016.82,"Early Sample 1",3.00724407983963
"164","Chromosome","BB_0175_-_hypothetical_protein","Early",881.12,"Early Sample 1",2.94503505913721
"165","Chromosome","BB_0176_-_ATPase","Early",892.4,"Early Sample 1",2.9505595616118
"166","Chromosome","BB_0177_gidB_rRNA_small_subunit_methyltransferase_G","Early",264.157,"Early Sample 1",2.42186212371534
"167","Chromosome","BB_0178_gidA_tRNA_uridine_5-carboxymethylaminomethyl_modification_protein_GidA","Early",538.501,"Early Sample 1",2.73118651412254
"168","Chromosome","BB_0179_trmE_tRNA_modification_GTPase","Early",786.92,"Early Sample 1",2.89593058328086
"169","Chromosome","BB_0180_-_flagellar_protein_FlbF","Early",358.801,"Early Sample 1",2.55485364477862
"170","Chromosome","BB_0181_flgK_flagellar_hook-associated_protein_FlgK","Early",812.574,"Early Sample 1",2.9098629220549
"171","Chromosome","BB_0182_flgL_flagellar_hook-associated_protein_FlgL","Early",1201.31,"Early Sample 1",3.07965509226301
"172","Chromosome","BB_0183_-_flagellar_assembly_protein_FliW","Early",758.465,"Early Sample 1",2.87993554470406
"173","Chromosome","BB_0184_csrA_carbon_storage_regulator","Early",577.337,"Early Sample 1",2.76142939117421
"174","Chromosome","BB_0185_-_glycoprotease_family_protein","Early",283.948,"Early Sample 1",2.45323881405831
"175","Chromosome","BB_0186_-_tRNA_threonylcarbamoyladenosine_biosynthesis_protein","Early",831.49,"Early Sample 1",2.91985703049969
"176","Chromosome","BB_0187_-_hypothetical_protein","Early",1824.77,"Early Sample 1",3.26120813234008
"177","Chromosome","BB_0188_rplT_50S_ribosomal_protein_L20","Early",3493.04,"Early Sample 1",3.5432035589213
"178","Chromosome","BB_0189_rpmI_50S_ribosomal_protein_L35","Early",1996.36,"Early Sample 1",3.30023885955448
"179","Chromosome","BB_0190_infC_translation_initiation_factor_IF-3","Early",2639.61,"Early Sample 1",3.42153976499111
"180","Chromosome","BB_0192_-_hypothetical_protein","Early",65.2431,"Early Sample 1",1.81453458818842
"181","Chromosome","BB_0193_-_lipoprotein","Early",58.515,"Early Sample 1",1.76726720936747
"182","Chromosome","BB_0194_-_TatD_family_hydrolase","Early",1210.4,"Early Sample 1",3.08292891501513
"183","Chromosome","BB_0195_-_hypothetical_protein","Early",921.988,"Early Sample 1",2.96472526859409
"184","Chromosome","BB_0196_prfA_peptide_chain_release_factor_1","Early",257.192,"Early Sample 1",2.41025745566008
"185","Chromosome","BB_0197_-_release_factor_glutamine_methyltransferase","Early",336.947,"Early Sample 1",2.52756159399383
"186","Chromosome","BB_0198_-_guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase","Early",370.477,"Early Sample 1",2.56876125122725
"187","Chromosome","BB_0199_-_hypothetical_protein","Early",122.641,"Early Sample 1",2.08863568304586
"188","Chromosome","BB_0200_-_D-alanine--D-alanine_ligase","Early",446.801,"Early Sample 1",2.65011413645341
"189","Chromosome","BB_0201_-_UDP-N-acetylmuramyl-tripeptide_synthetase","Early",571.281,"Early Sample 1",2.75684978027905
"190","Chromosome","BB_0202_-_hemolysin","Early",263.493,"Early Sample 1",2.4207690821605
"191","Chromosome","BB_0203_hflK_protein_HflK","Early",284.294,"Early Sample 1",2.45376769404011
"192","Chromosome","BB_0204_hflC_protein_HflC","Early",555.881,"Early Sample 1",2.74498183011668
"193","Chromosome","BB_0205_-_hypothetical_protein","Early",225.482,"Early Sample 1",2.35311187830848
"194","Chromosome","BB_0206_-_methyltransferase","Early",571.235,"Early Sample 1",2.75681480913435
"195","Chromosome","BB_0208_-_hypothetical_protein","Early",110.326,"Early Sample 1",2.04267787260247
"196","Chromosome","BB_0209_-_hypothetical_protein","Early",533.707,"Early Sample 1",2.72730289896517
"197","Chromosome","BB_0210_-_hypothetical_protein","Early",901.518,"Early Sample 1",2.95497440240909
"198","Chromosome","BB_0211_-_DNA_mismatch_repair_protein","Early",338.001,"Early Sample 1",2.52891798517067
"199","Chromosome","BB_0212_-_hypothetical_protein","Early",287.678,"Early Sample 1",2.45890665075397
"200","Chromosome","BB_0213_-_lipoprotein","Early",763.196,"Early Sample 1",2.88263608551354
"201","Chromosome","BB_0214_efp_elongation_factor_P","Early",379.571,"Early Sample 1",2.5792930240369
"202","Chromosome","BB_0215_-_phosphate_ABC_transporter_substrate-binding_protein","Early",203.913,"Early Sample 1",2.30944491409738
"203","Chromosome","BB_0216_pstC_phosphate_ABC_transporter_permease_PstC","Early",353.929,"Early Sample 1",2.54891614902909
"204","Chromosome","BB_0217_pstA_phosphate_ABC_transporter_permease_PstA","Early",200.451,"Early Sample 1",2.3020082271787
"205","Chromosome","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein","Early",284.015,"Early Sample 1",2.45334127753013
"206","Chromosome","BB_0219_-_metal_cation_transporter_permease","Early",2296.62,"Early Sample 1",3.36108914253699
"207","Chromosome","BB_0220_-_alanine--tRNA_ligase","Early",1043.13,"Early Sample 1",3.01833843571747
"208","Chromosome","BB_0221_-_flagellar_motor_switch_protein","Early",338.79,"Early Sample 1",2.52993058286022
"209","Chromosome","BB_0222_-_6-phosphogluconolactonase","Early",884.871,"Early Sample 1",2.94687996214227
"210","Chromosome","BB_0225_-_tRNA-dihydrouridine_synthase_A","Early",112.381,"Early Sample 1",2.05069289225923
"211","Chromosome","BB_0226_serS_serine--tRNA_ligase","Early",844.419,"Early Sample 1",2.92655799666584
"212","Chromosome","BB_0227_-_hypothetical_protein","Early",168.859,"Early Sample 1",2.22752421300917
"213","Chromosome","BB_0228_-_hypothetical_protein","Early",531.092,"Early Sample 1",2.7251697595588
"214","Chromosome","BB_0229_rpmE_50S_ribosomal_protein_L31","Early",1881.25,"Early Sample 1",3.27444651293792
"215","Chromosome","BB_0230_rho_transcription_termination_factor_Rho","Early",1537.79,"Early Sample 1",3.1868970324302
"216","Chromosome","BB_0231_-_hypothetical_protein","Early",1541.29,"Early Sample 1",3.18788436068496
"217","Chromosome","BB_0232_hbb_DNA-binding_protein_HU","Early",4312.4,"Early Sample 1",3.63471903736789
"218","Chromosome","BB_0233_rpsT_30S_ribosomal_protein_S20","Early",4158.72,"Early Sample 1",3.61895968099285
"219","Chromosome","BB_0234_-_integral_membrane_protein","Early",1261.58,"Early Sample 1",3.1009147954457
"220","Chromosome","BB_0235_ychF_ribosome-binding_ATPase","Early",906.911,"Early Sample 1",2.95756466952382
"221","Chromosome","BB_0236_-_hypothetical_protein","Early",1232.33,"Early Sample 1",3.09072702113051
"222","Chromosome","BB_0237_lnt_apolipoprotein_N-acyltransferase","Early",127.699,"Early Sample 1",2.10618749635361
"223","Chromosome","BB_0238_-_hypothetical_protein","Early",2596.93,"Early Sample 1",3.41446024342081
"224","Chromosome","BB_0239_-_deoxyguanosine/deoxyadenosine_kinase","Early",254.256,"Early Sample 1",2.40527121031118
"225","Chromosome","BB_0240_-_glycerol_uptake_facilitator","Early",440.112,"Early Sample 1",2.64356321010517
"226","Chromosome","BB_0241_glpK_glycerol_kinase","Early",455.805,"Early Sample 1",2.65877908490864
"227","Chromosome","BB_0242_-_hypothetical_protein","Early",141.489,"Early Sample 1",2.15072267713947
"228","Chromosome","BB_0243_-_glycerol-3-phosphate_dehydrogenase","Early",463.129,"Early Sample 1",2.66570197629868
"229","Chromosome","BB_0244_-_hypothetical_protein","Early",797.69,"Early Sample 1",2.90183414768362
"230","Chromosome","BB_0245_-_hypothetical_protein","Early",877.709,"Early Sample 1",2.94335055162114
"231","Chromosome","BB_0246_-_M23_peptidase_domain-containing_protein","Early",1566.17,"Early Sample 1",3.19483890079653
"232","Chromosome","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase","Early",77.1423,"Early Sample 1",1.88729258322613
"233","Chromosome","BB_0248_pepF_oligoendopeptidase_F","Early",454.811,"Early Sample 1",2.65783095993287
"234","Chromosome","BB_0249_-_phosphatidylcholine_synthase","Early",323.907,"Early Sample 1",2.51042033371108
"235","Chromosome","BB_0250_-_inner_membrane_protein","Early",149.421,"Early Sample 1",2.17441163859854
"236","Chromosome","BB_0251_leuS_leucine--tRNA_ligase","Early",776.498,"Early Sample 1",2.89014034146821
"237","Chromosome","BB_0252_-_hypothetical_protein","Early",326.695,"Early Sample 1",2.51414248773829
"238","Chromosome","BB_0253_lon_ATP-dependent_protease_La","Early",921.743,"Early Sample 1",2.96460984812473
"239","Chromosome","BB_0254_recJ_single-stranded-DNA-specific_exonuclease","Early",274.44,"Early Sample 1",2.43844741065437
"240","Chromosome","BB_0255_-_M23_peptidase_domain-containing_protein","Early",282.124,"Early Sample 1",2.45044003271408
"241","Chromosome","BB_0256_rpsU_30S_ribosomal_protein_S21","Early",8022.08,"Early Sample 1",3.90428698865851
"242","Chromosome","BB_0257_-_DNA_translocase_FtsK","Early",372.46,"Early Sample 1",2.57107963893114
"243","Chromosome","BB_0258_-_undecaprenyl-diphosphatase","Early",333.352,"Early Sample 1",2.52290306509038
"244","Chromosome","BB_0259_-_transglycosylase_SLT_domain-containing_protein","Early",801.964,"Early Sample 1",2.90415487333122
"245","Chromosome","BB_0260_-_hypothetical_protein","Early",2477.41,"Early Sample 1",3.39399788628008
"246","Chromosome","BB_0261_-_hypothetical_protein","Early",288.94,"Early Sample 1",2.46080766845123
"247","Chromosome","BB_0262_-_M23_peptidase_domain-containing_protein","Early",68.5351,"Early Sample 1",1.83591305079369
"248","Chromosome","BB_0263_lepB_signal_peptidase_I","Early",163.288,"Early Sample 1",2.2129542697013
"249","Chromosome","BB_0264_-_heat_shock_protein_70","Early",528.987,"Early Sample 1",2.72344499926082
"250","Chromosome","BB_0265_-_hypothetical_protein","Early",565.149,"Early Sample 1",2.75216296347742
"251","Chromosome","BB_0266_-_hypothetical_protein","Early",1221.29,"Early Sample 1",3.08681880108285
"252","Chromosome","BB_0267_-_hypothetical_protein","Early",905.923,"Early Sample 1",2.95709128587082
"253","Chromosome","BB_0268_-_hypothetical_protein","Early",2837.01,"Early Sample 1",3.45286086661614
